Candidate,Coverage End Date,District,Elected?,Elected?1,Incumbent/ Challenger/Open,Party,Party Group,Representative,State,State Match,State Not Selected,Win?,Cash On Hand,Contributions  from Individuals,Contributions and Loans from   the Candidate,Contributions from PACs and Other Committees,Debts,Disbursements,Receipts,Replace Null With 0,sum receipts,Gender
"BALLANTINE, MICHAEL",5/1/2021,6,FALSE,No,Challenger,Republican Party,Republican Party,,Texas,FALSE,TRUE,,0,0,8828,0,0,8828,8828,0,8828,Male
"BUFORD, JAMES R.",3/9/2022,6,FALSE,No,Challenger,Republican Party,Republican Party,,Texas,FALSE,TRUE,,-51.15,3850,17400,0,0,21301.15,21250,0,21250,Male
"STEWART, LANCE",5/23/2022,7,FALSE,No,Challenger,Republican Party,Republican Party,,Texas,FALSE,TRUE,,0,6459.99,14371,0,0,19571,23730.99,0,20830.99,Male
"STROUD, TIMOTHY",7/5/2022,7,FALSE,No,Challenger,Republican Party,Republican Party,,Texas,FALSE,TRUE,,-7646.13,4910.25,13261.4,0,15500,25817.78,18171.65,0,18171.65,Male
"REHMAN, LAIQUE",7/12/2022,7,FALSE,No,Challenger,Republican Party,Republican Party,,Texas,FALSE,TRUE,,-176,15271,20525,0,0,35972,35796,0,35796,Male
"TEAGUE, JOHNNY MARK DR.",12/31/2022,7,FALSE,No,Challenger,Republican Party,Republican Party,,Texas,FALSE,TRUE,,0,142390.78,39323.2,0,12250,200247.27,191713.98,0,181713.98,Male
"COHEN, TINA MRS.",12/31/2022,7,FALSE,No,Challenger,Republican Party,Republican Party,,Texas,FALSE,TRUE,,33419.71,0,50000,0,50000,16580.29,50000,0,50000,Female
"LEON, JIMMY",12/31/2022,9,FALSE,No,Challenger,Republican Party,Republican Party,,Texas,FALSE,TRUE,,-4253.32,1111.26,0,0,7464.8,5374.58,1121.26,0,1111.26,Male
"JOHNSON, EDDIE BERNICE*",12/31/2022,30,FALSE,No,Incumbent,Democratic Party,Democratic Party,,Texas,FALSE,TRUE,,291103.06,0,0,16500,0,151582.24,27000,0,16500,Female
"VELA, FILEMON*",12/31/2022,34,FALSE,No,Incumbent,Democratic Party,Democratic Party,,Texas,FALSE,TRUE,,35677.53,4126,0,4500,0,543668.45,14626,0,8626,Male
"GOHMERT, LOUIS*",12/31/2022,1,FALSE,No,Incumbent,Republican Party,Republican Party,,Texas,FALSE,TRUE,,16100.83,182251.78,0,24340,0,318110.8,240511.78,0,206591.78,Male
"TAYLOR, NICHOLAS V.*",12/31/2022,3,FALSE,No,Incumbent,Republican Party,Republican Party,,Texas,FALSE,TRUE,,2230.77,1042558.48,594041.93,709087.94,1088192.1,2729874.13,2709606.91,0,2345688.35,Male
"FLORES, MAYRA NOHEMI",12/31/2022,34,FALSE,No,Incumbent,Republican Party,Republican Party,,Texas,FALSE,TRUE,,26221.37,3595804.91,12653.18,648120.07,17725.19,4659552.72,4685774.09,0,4256578.16,Female
"WRIGHT, RON*",10/3/2021,6,FALSE,No,Incumbent,Republican Party,Republican Party,,Texas,FALSE,TRUE,,0,6030.52,6000,0,6000,18864.45,12030.52,0,12030.52,Male
"BRADY, KEVIN*",12/31/2022,8,FALSE,No,Incumbent,Republican Party,Republican Party,,Texas,FALSE,TRUE,,556782.57,131115,0,149870,0,894419.39,348534.9,0,280985,Male
"KOCEN, STEPHEN MARTIN",11/8/2022,1,FALSE,No,Open,Democratic Party,Democratic Party,,Texas,FALSE,TRUE,,5609.04,9148,3125,0,0,9672.64,12273,0,12273,Male
"JEFFERSON, JRMAR",12/31/2022,1,FALSE,No,Open,Democratic Party,Democratic Party,,Texas,FALSE,TRUE,,35000,53035.6,73135,0,151876.02,93130.6,128130.6,0,126170.6,Male
"SRIVASTAVA, SANDEEP KUMAR",12/31/2022,3,FALSE,No,Open,Democratic Party,Democratic Party,,Texas,FALSE,TRUE,,3592.91,150101.69,295001.24,6000,293233.73,447510.02,451102.93,0,451102.93,Male
"WILLIAMS, ROY HAROLD MR. JR",2/9/2022,30,FALSE,No,Open,Democratic Party,Democratic Party,,Texas,FALSE,TRUE,,-10993.6,0,0,0,0,10993.6,0,0,0,Male
"LANKFORD, KEISHA DR.",2/9/2022,30,FALSE,No,Open,Democratic Party,Democratic Party,,Texas,FALSE,TRUE,,21781.5,17045.5,21093,0,21093,22840,48483.5,0,38138.5,Female
"MULUGHETA, ABEL",3/31/2022,30,FALSE,No,Open,Democratic Party,Democratic Party,,Texas,FALSE,TRUE,,0,367685.49,6672.77,0,0,375477.51,375477.51,0,374358.26,Male
"HAMILTON, JANE HOPE",6/30/2022,30,FALSE,No,Open,Democratic Party,Democratic Party,,Texas,FALSE,TRUE,,0,652182.75,10000,42500,0,705217.96,705217.96,0,704682.75,Female
"MANNING, ZACHARIAH C.",11/28/2022,30,FALSE,No,Open,Democratic Party,Democratic Party,,Texas,FALSE,TRUE,,-28.09,240.11,8745,0,8745,9227.62,8985.11,0,8985.11,Male
"HILL, VONCIEL JONES",12/31/2022,30,FALSE,No,Open,Democratic Party,Democratic Party,,Texas,FALSE,TRUE,,2285.84,33186.69,3251.76,0,0,35708.92,36438.45,0,36438.45,Female
"CLEVELAND, SHENITA LACHE",12/31/2022,30,FALSE,No,Open,Democratic Party,Democratic Party,,Texas,FALSE,TRUE,,0,23274,7500,0,0,9315,30774,0,30774,Female
"CARAWAY, BARBARA LEN MALLORY",12/31/2022,30,FALSE,No,Open,Democratic Party,Democratic Party,,Texas,FALSE,TRUE,,900.46,27950,4000,0,32165,34544.86,35371.78,0,31950,Female
"SCURRY, CHRISTOPHER MICHAEL",9/30/2021,37,FALSE,No,Open,Democratic Party,Democratic Party,,Texas,FALSE,TRUE,,4263.62,2075,394.85,0,0,300.54,2469.85,0,2469.85,Male
"JONES, CHRISTOPHER MICHAEL",5/4/2022,37,FALSE,No,Open,Democratic Party,Democratic Party,,Texas,FALSE,TRUE,,-3120.72,11985,15050,0,0,13390.98,27035,0,27035,Male
"IMAM, DONNA",12/31/2022,37,FALSE,No,Open,Democratic Party,Democratic Party,,Texas,FALSE,TRUE,,18887.07,236660.9,0,0,0,225683.04,244620.11,0,236660.9,Female
"REED, CENTRELL MS.",3/31/2022,38,FALSE,No,Open,Democratic Party,Democratic Party,,Texas,FALSE,TRUE,,60.18,18192.86,6496.44,0,6496.44,25270.28,25330.46,0,24689.3,Female
"MARTINEZ ALEXANDER, DIANA",6/30/2022,38,FALSE,No,Open,Democratic Party,Democratic Party,,Texas,FALSE,TRUE,,-1490.12,44485.48,0,1300,0,44941.06,45785.48,0,45785.48,Female
"KLUSSMANN, DUNCAN FOSTER",11/21/2022,38,FALSE,No,Open,Democratic Party,Democratic Party,,Texas,FALSE,TRUE,,0,269929.95,7000,0,0,279107.58,279107.58,0,276929.95,Male
"EDDINGS, DARYL J. MR. SR.",4/11/2021,6,FALSE,No,Open,Democratic Party,Democratic Party,,Texas,FALSE,TRUE,,3553.96,3785,5682.06,0,5682.06,5913.1,9467.06,0,9467.06,Male
"SANCHEZ, JANA LYNNE MS",5/30/2021,6,FALSE,No,Open,Democratic Party,Democratic Party,,Texas,FALSE,TRUE,,0,370619.16,0,15700,0,386337.84,386337.84,0,386319.16,Female
"HOLLOWAY, TAMMY ALLISON",9/30/2021,6,FALSE,No,Open,Democratic Party,Democratic Party,,Texas,FALSE,TRUE,,26.46,62081.97,3000,0,0,54926.59,67680.07,0,65081.97,Female
"BEAN, LYDIA",9/30/2021,6,FALSE,No,Open,Democratic Party,Democratic Party,,Texas,FALSE,TRUE,,0,302129.6,9200,12000,0,323399.6,323399.6,0,323329.6,Female
"MOSES, PATRICK",10/19/2021,6,FALSE,No,Open,Democratic Party,Democratic Party,,Texas,FALSE,TRUE,,0,34706.42,4278.18,0,0,39014.6,39014.6,0,38984.6,Male
"HINTERLONG, MATT",8/2/2022,6,FALSE,No,Open,Democratic Party,Democratic Party,,Texas,FALSE,TRUE,,-834.87,27253,20095.35,0,0,48183.22,47348.35,0,47348.35,Male
"JONES, LAURA",12/31/2022,8,FALSE,No,Open,Democratic Party,Democratic Party,,Texas,FALSE,TRUE,,418.78,37127.58,4150,100,1277.7,42917.95,42027.58,0,41377.58,Female
"DEJEAN, JOEL F. MR.",11/28/2022,38,FALSE,No,Open,Independent,Third Party,,Texas,FALSE,TRUE,,228.83,12894,2100,0,0,14781.07,15009.9,0,14994,Male
"ATHOLI, ADITYA",3/31/2022,1,FALSE,No,Open,Republican Party,Republican Party,,Texas,FALSE,TRUE,,0,104322.13,57005.57,5000,0,166327.7,166327.7,0,166327.7,Male
"PORRO, JOHN CHARLES MR.",12/31/2022,1,FALSE,No,Open,Republican Party,Republican Party,,Texas,FALSE,TRUE,,1806.16,59496.56,8859,0,0,70666.67,72472.83,0,68355.56,Male
"CARSON, PAULETTE",12/31/2022,17,FALSE,No,Open,Republican Party,Republican Party,,Texas,FALSE,TRUE,,102,30974.67,5700,0,4550,36572.67,36674.67,0,36674.67,Female
"ETWOP, MARTIN",12/31/2022,2,FALSE,No,Open,Republican Party,Republican Party,,Texas,FALSE,TRUE,,3860.5,20874,0,0,0,17013.5,20874,0,20874,Male
"ELLIS, JAMESON",12/31/2022,2,FALSE,No,Open,Republican Party,Republican Party,,Texas,FALSE,TRUE,,186.89,54535,2380,0,0,54552.24,57012.92,0,56915,Male
"WILLIAMS, RICKEY",3/7/2022,3,FALSE,No,Open,Republican Party,Republican Party,,Texas,FALSE,TRUE,,0,3125,0,0,0,3125,3125,0,3125,Male
"IVANOVSKIS, JEREMY DANIEL",12/31/2022,3,FALSE,No,Open,Republican Party,Republican Party,,Texas,FALSE,TRUE,,285,5479.7,533.73,0,7239.7,5728.43,6013.43,0,6013.43,Male
"PENNIE, DEMETRICK TRE DR.",3/31/2022,30,FALSE,No,Open,Republican Party,Republican Party,,Texas,FALSE,TRUE,,141.7,120688.48,0,0,483.53,128384.05,122862.41,0,120688.48,Male
"GOODWIN, KELVIN MR",3/31/2022,30,FALSE,No,Open,Republican Party,Republican Party,,Texas,FALSE,TRUE,,3961.27,7850,4798.83,0,1841.4,8687.56,12648.83,0,12648.83,Male
"HARRIS, JAMES FRANK MR. SR",6/30/2022,30,FALSE,No,Open,Republican Party,Republican Party,,Texas,FALSE,TRUE,,-366.76,6380,5952,0,2000,12767.04,12332,0,12332,Male
"RODGERS, JAMES BYRON MR.",12/31/2022,30,FALSE,No,Open,Republican Party,Republican Party,,Texas,FALSE,TRUE,,7.07,51138,8602,2000,70784.05,64717.98,64725.05,0,61740,Male
"DIACOGIANNIS, JEREMIAH DAVID",3/31/2022,37,FALSE,No,Open,Republican Party,Republican Party,,Texas,FALSE,TRUE,,1560.98,12208.8,3688.59,0,0,14736.16,16297.14,0,15897.39,Male
"SHARON, JENNIFER",12/31/2022,37,FALSE,No,Open,Republican Party,Republican Party,,Texas,FALSE,TRUE,,-260.31,7578,1575,0,0,12737.54,9153,0,9153,Female
"COVARRUBIAS, PHIL",12/31/2021,38,FALSE,No,Open,Republican Party,Republican Party,,Texas,FALSE,TRUE,,0,0,3125,0,0,3125,3125,0,3125,Male
"LOPEZ, ROLAND",3/31/2022,38,FALSE,No,Open,Republican Party,Republican Party,,Texas,FALSE,TRUE,,375.69,11483.56,18303.3,0,19503.3,29411.17,29786.86,0,29786.86,Male
"RAMSEY, MARK",4/15/2022,38,FALSE,No,Open,Republican Party,Republican Party,,Texas,FALSE,TRUE,,0,42101.71,108337.27,0,0,150438.98,150438.98,0,150438.98,Male
"GUILLORY, BRETT J",9/30/2022,38,FALSE,No,Open,Republican Party,Republican Party,,Texas,FALSE,TRUE,,0,13530,12379.3,0,0,25909.3,25909.3,0,25909.3,Male
"FORD, JERRY MR.",9/30/2022,38,FALSE,No,Open,Republican Party,Republican Party,,Texas,FALSE,TRUE,,0,8556.4,100000,7034.99,0,115591.39,115591.39,0,115591.39,Male
"HOGAN, LEMUEL DAVID",12/31/2022,38,FALSE,No,Open,Republican Party,Republican Party,,Texas,FALSE,TRUE,,1992.67,12076.19,9900,0,9900,20058.52,22051.19,0,21976.19,Male
"KIM, SERY MS.",11/3/2021,6,FALSE,No,Open,Republican Party,Republican Party,,Texas,FALSE,TRUE,,0,100514.8,86.5,1000,0,102601.3,102601.3,0,101601.3,Female
"EGAN, MICHAEL C",11/15/2021,6,FALSE,No,Open,Republican Party,Republican Party,,Texas,FALSE,TRUE,,0,107834.45,16050,0,0,123974.3,123974.3,0,123884.45,Male
"WOOD, MICHAEL A.",12/31/2021,6,FALSE,No,Open,Republican Party,Republican Party,,Texas,FALSE,TRUE,,0,123586.47,6013.77,13000,0,142600.24,142600.24,0,142600.24,Male
"WRIGHT, SUSAN",12/31/2021,6,FALSE,No,Open,Republican Party,Republican Party,,Texas,FALSE,TRUE,,0,646532.53,0,156650,0,803888.65,803888.65,0,803182.53,Female
"RODIMER, DAN",12/31/2022,6,FALSE,No,Open,Republican Party,Republican Party,,Texas,FALSE,TRUE,,1086.61,389148.51,0,0,0,399112.89,400199.5,0,389148.51,Male
"HARRISON, BRIAN E",12/31/2022,6,FALSE,No,Open,Republican Party,Republican Party,,Texas,FALSE,TRUE,,1.19,501338.04,285465,11500,134000,805233.15,805234.34,0,798303.04,Male
"HULLIHAN, JONATHAN KEITH",3/31/2022,8,FALSE,No,Open,Republican Party,Republican Party,,Texas,FALSE,TRUE,,0,196211.5,20550,4900,0,221661.5,221661.5,0,221661.5,Male
"BURROWS, CANDICE CUNNINGHAM MS",4/15/2022,8,FALSE,No,Open,Republican Party,Republican Party,,Texas,FALSE,TRUE,,0,18123.18,14228.23,0,0,32352.11,32352.11,0,32351.41,Female
"WELLINGTON, JESSICA",6/30/2022,8,FALSE,No,Open,Republican Party,Republican Party,,Texas,FALSE,TRUE,,0,17265,2972.63,0,0,20237.63,20237.63,0,20237.63,Female
"WHICHARD, TAYLOR MARSHALL IV",7/14/2022,8,FALSE,No,Open,Republican Party,Republican Party,,Texas,FALSE,TRUE,,-2036,34027,50,0,0,11101.09,34077,0,34077,Male
"COLLINS, CHRISTIAN",9/19/2022,8,FALSE,No,Open,Republican Party,Republican Party,,Texas,FALSE,TRUE,,0,397928.93,0,19900,0,418002.94,418002.94,0,417828.93,Male
"MCKAUGHAN, DANIEL CREGG",12/31/2022,8,FALSE,No,Open,Republican Party,Republican Party,,Texas,FALSE,TRUE,,0,30855.88,14686.39,0,0,45581.27,45581.27,0,45542.27,Male
"CASAR, GREG",12/31/2022,35,TRUE,Yes,Challenger,Democratic Party,Democratic Party,"CASAR, GREG",Texas,FALSE,TRUE,1,162961.23,1356852.79,10000,382913.51,10000,1594549.04,1757510.27,1,1749766.3,Male
"DE LA CRUZ, MONICA",12/31/2022,15,TRUE,Yes,Challenger,Republican Party,Republican Party,"DE LA CRUZ, MONICA",Texas,FALSE,TRUE,1,52216.7,3477058.36,36300,567650,0,4643522.35,4688233.32,1,4081008.36,Female
"ESCOBAR, VERONICA",12/31/2022,16,TRUE,Yes,Incumbent,Democratic Party,Democratic Party,"ESCOBAR, VERONICA",Texas,FALSE,TRUE,1,246712.65,654832.14,0,639214.15,0,1333277.5,1295134.87,1,1294046.29,Female
"LEE, SHEILA JACKSON",12/31/2022,18,TRUE,Yes,Incumbent,Democratic Party,Democratic Party,"LEE, SHEILA JACKSON",Texas,FALSE,TRUE,1,301375.52,768418.47,0,237195,0,890885.62,1007081.69,1,1005613.47,Female
"CASTRO, JOAQUIN",12/31/2022,20,TRUE,Yes,Incumbent,Democratic Party,Democratic Party,"CASTRO, JOAQUIN",Texas,FALSE,TRUE,1,162743.57,439572.71,0,242496.27,0,635072.68,682068.98,1,682068.98,Male
"CUELLAR, HENRY",12/31/2022,28,TRUE,Yes,Incumbent,Democratic Party,Democratic Party,"CUELLAR, HENRY",Texas,FALSE,TRUE,1,47744.1,2664118.36,18000,1784009.98,0,6217540.75,4714812.12,1,4466128.34,Male
"GARCIA, SYLVIA R.",12/31/2022,29,TRUE,Yes,Incumbent,Democratic Party,Democratic Party,"GARCIA, SYLVIA R.",Texas,FALSE,TRUE,1,384471.59,256272.66,0,684220.7,0,804061.76,940934.37,1,940493.36,Female
"ALLRED, COLIN",12/31/2022,32,TRUE,Yes,Incumbent,Democratic Party,Democratic Party,"ALLRED, COLIN",Texas,FALSE,TRUE,1,1988901.57,2758114.75,0,626543.27,0,1642112.75,3471591.94,1,3384658.02,Male
"VEASEY, MARC ALLISON",12/31/2022,33,TRUE,Yes,Incumbent,Democratic Party,Democratic Party,"VEASEY, MARC ALLISON",Texas,FALSE,TRUE,1,814671.51,599042.81,0,1242790,0,1499777.88,1846105.83,1,1841832.81,Male
"GONZALEZ, VICENTE",12/31/2022,34,TRUE,Yes,Incumbent,Democratic Party,Democratic Party,"GONZALEZ, VICENTE",Texas,FALSE,TRUE,1,303953.83,1758232.82,0,1385716.71,0,4263576.11,3197037.46,1,3143949.53,Male
"FLETCHER, ELIZABETH",12/31/2022,7,TRUE,Yes,Incumbent,Democratic Party,Democratic Party,"FLETCHER, ELIZABETH",Texas,FALSE,TRUE,1,1321706.83,2305494.85,0,1255043.79,0,2436505.51,3697115.69,1,3560538.64,Female
"GREEN, ALEXANDER",12/31/2022,9,TRUE,Yes,Incumbent,Democratic Party,Democratic Party,"GREEN, ALEXANDER",Texas,FALSE,TRUE,1,266394.88,230122.95,0,181500,50000,385981.47,412570.26,1,411622.95,Male
"MCCAUL, MICHAEL",12/31/2022,10,TRUE,Yes,Incumbent,Republican Party,Republican Party,"MCCAUL, MICHAEL",Texas,FALSE,TRUE,1,260757.62,870906.53,0,786600,0,2476623.21,2729647.14,1,1657506.53,Male
"PFLUGER, AUGUST LEE II",12/31/2022,11,TRUE,Yes,Incumbent,Republican Party,Republican Party,"PFLUGER, AUGUST LEE II",Texas,FALSE,TRUE,1,1576362.93,1178079.84,0,587872.76,0,2118606.73,3100563.17,1,1765952.6,Male
"GRANGER, KAY",12/31/2022,12,TRUE,Yes,Incumbent,Republican Party,Republican Party,"GRANGER, KAY",Texas,FALSE,TRUE,1,317164.25,917172.51,0,1080225.78,0,2034933.82,2041432.69,1,1997398.29,Female
"JACKSON, RONNY LYNN",12/31/2022,13,TRUE,Yes,Incumbent,Republican Party,Republican Party,"JACKSON, RONNY LYNN",Texas,FALSE,TRUE,1,667274.97,4228811.42,0,488539.18,0,4817462.91,5097598.64,1,4717350.6,Male
"WEBER, RANDY",12/31/2022,14,TRUE,Yes,Incumbent,Republican Party,Republican Party,"WEBER, RANDY",Texas,FALSE,TRUE,1,441895.68,602130.91,0,317023.71,124000,1066150.61,1036639.13,1,919154.62,Male
"SESSIONS, PETE",12/31/2022,17,TRUE,Yes,Incumbent,Republican Party,Republican Party,"SESSIONS, PETE",Texas,FALSE,TRUE,1,88114.3,414154,0,570430.74,0,1079651.04,1001775.53,1,984584.74,Male
"ARRINGTON, JODEY COOK",12/31/2022,19,TRUE,Yes,Incumbent,Republican Party,Republican Party,"ARRINGTON, JODEY COOK",Texas,FALSE,TRUE,1,1359904.83,525996.45,0,1036067.15,0,1810120.78,2070671.6,1,1562063.6,Male
"CRENSHAW, DANIEL",12/31/2022,2,TRUE,Yes,Incumbent,Republican Party,Republican Party,"CRENSHAW, DANIEL",Texas,FALSE,TRUE,1,1137443.96,13477279.22,0,894816.15,0,16632009.56,15916738.83,1,14372095.37,Male
"ROY, CHIP",12/31/2022,21,TRUE,Yes,Incumbent,Republican Party,Republican Party,"ROY, CHIP",Texas,FALSE,TRUE,1,1248723.01,1791443.4,0,302073.71,0,1559344.77,2344485,1,2093517.11,Male
"NEHLS, TROY",12/31/2022,22,TRUE,Yes,Incumbent,Republican Party,Republican Party,"NEHLS, TROY",Texas,FALSE,TRUE,1,386478.8,704195.52,0,315053.75,5726.73,1008179.76,1375451.92,1,1019249.27,Male
"GONZALES, ERNEST ANTHONY TONY II",12/31/2022,23,TRUE,Yes,Incumbent,Republican Party,Republican Party,"GONZALES, ERNEST ANTHONY TONY II",Texas,FALSE,TRUE,1,354387.81,1773445.45,0,1092403.99,0,3984385.28,4307414.2,1,2865849.44,Male
"VAN DUYNE, ELIZABETH ANN",12/31/2022,24,TRUE,Yes,Incumbent,Republican Party,Republican Party,"VAN DUYNE, ELIZABETH ANN",Texas,FALSE,TRUE,1,1099786.44,1417820.95,0,965205.97,0,2751027.97,3782404.28,1,2383026.92,Female
"WILLIAMS, ROGER",12/31/2022,25,TRUE,Yes,Incumbent,Republican Party,Republican Party,"WILLIAMS, ROGER",Texas,FALSE,TRUE,1,370162.26,539387.45,0,521240,44800,1429737.79,1788358.21,1,1060627.45,Male
"BURGESS, MICHAEL C. DR.",12/31/2022,26,TRUE,Yes,Incumbent,Republican Party,Republican Party,"BURGESS, MICHAEL C. DR.",Texas,FALSE,TRUE,1,189623.97,555725.66,0,682565.97,0,1312496.81,1359624.07,1,1238291.63,Male
"CLOUD, MICHAEL",12/31/2022,27,TRUE,Yes,Incumbent,Republican Party,Republican Party,"CLOUD, MICHAEL",Texas,FALSE,TRUE,1,281486.67,768225.22,0,286750,0,1037214.65,1076329.45,1,1054975.22,Male
"CARTER, JOHN R. REP.",12/31/2022,31,TRUE,Yes,Incumbent,Republican Party,Republican Party,"CARTER, JOHN R. REP.",Texas,FALSE,TRUE,1,411491.47,613873.62,0,514132.63,0,1128750.23,1339836.16,1,1128006.25,Male
"BABIN, BRIAN",12/31/2022,36,TRUE,Yes,Incumbent,Republican Party,Republican Party,"BABIN, BRIAN",Texas,FALSE,TRUE,1,924939.39,626447.96,0,426232,0,914820.21,1054678.32,1,1052679.96,Male
"FALLON, PATRICK",12/31/2022,4,TRUE,Yes,Incumbent,Republican Party,Republican Party,"FALLON, PATRICK",Texas,FALSE,TRUE,1,257589.49,286138.8,150000,308404.3,25000,914114.62,1009595.34,1,744543.1,Male
"GOODEN, LANCE",12/31/2022,5,TRUE,Yes,Incumbent,Republican Party,Republican Party,"GOODEN, LANCE",Texas,FALSE,TRUE,1,470218.28,396329.21,0,547614.9,0,1021285.68,1038969.23,1,943944.11,Male
"ELLZEY, JOHN KEVIN SR.",12/31/2022,6,TRUE,Yes,Incumbent,Republican Party,Republican Party,"ELLZEY, JOHN KEVIN SR.",Texas,FALSE,TRUE,1,597673.99,6444564.16,0,520482.5,0,6562758.04,7160432.03,1,6965046.66,Male
"CROCKETT, JASMINE",12/31/2022,30,TRUE,Yes,Open,Democratic Party,Democratic Party,"CROCKETT, JASMINE",Texas,FALSE,TRUE,1,152849.37,691931.47,0,235262.86,0,817159.2,970008.57,1,927194.33,Female
"DOGGETT, LLOYD",12/31/2022,37,TRUE,Yes,Open,Democratic Party,Democratic Party,"DOGGETT, LLOYD",Texas,FALSE,TRUE,1,5314581.29,781963.39,0,460935.4,0,1280770.53,1389876.62,1,1242898.79, Male
"MORAN, NATHANIEL QUENTIN",12/31/2022,1,TRUE,Yes,Open,Republican Party,Republican Party,"MORAN, NATHANIEL QUENTIN",Texas,FALSE,TRUE,1,118744.46,717620.01,18170.5,204252.74,0,932294.74,1051039.2,1,940043.25, Male
"SELF, KEITH ALAN MR",12/31/2022,3,TRUE,Yes,Open,Republican Party,Republican Party,"SELF, KEITH ALAN MR",Texas,FALSE,TRUE,1,24913.95,422338.25,28010.51,142400,0,563984.81,592898.76,1,592748.76, Male
"HUNT, WESLEY",12/31/2022,38,TRUE,Yes,Open,Republican Party,Republican Party,"HUNT, WESLEY",Texas,FALSE,TRUE,1,1774833.54,4565388.43,0,611434.83,0,4281065.16,5831956.81,1,5176823.26, Male
"LUTTRELL, MORGAN JOE",12/31/2022,8,TRUE,Yes,Open,Republican Party,Republican Party,"LUTTRELL, MORGAN JOE",Texas,FALSE,TRUE,1,261802.77,4354695.05,0,288320.74,0,4488963.02,4750765.79,1,4643015.79, Male
"HARTWICK, STEVE",7/22/2022,2,FALSE,No,Challenger,Democratic Party,Democratic Party,,Utah,FALSE,TRUE,,630.81,2050,0,0,0,788.38,2050,0,2050,Male
"MITCHELL, NICHOLAS",10/19/2022,2,FALSE,No,Challenger,Democratic Party,Democratic Party,,Utah,FALSE,TRUE,,17541.64,30368,10000,838.92,10000,25283.12,42824.76,0,41206.92,Male
"WRIGHT, GLENN",12/31/2022,3,FALSE,No,Challenger,Democratic Party,Democratic Party,,Utah,FALSE,TRUE,,-532.18,15646,1400,950,700,18660.19,17996,0,17996,Male
"MCDONALD, DARLENE",12/31/2022,4,FALSE,No,Challenger,Democratic Party,Democratic Party,,Utah,FALSE,TRUE,,24571.29,80263.95,104974.39,799,90000,162440.13,187011.42,0,186037.34,Female
"ACHESON, PHELAN DOUGLAS",3/9/2021,2,FALSE,No,Challenger,Independent,Third Party,,Utah,FALSE,TRUE,,0,21.3,1.24,0,0,22.54,22.54,0,22.54,Male
"MCFARLAND, JAY JAYMAC",12/31/2022,2,FALSE,No,Challenger,Other,Third Party,,Utah,FALSE,TRUE,,3940.26,85217.86,0,0,0,81277.6,85217.86,0,85217.86,Male
"WALKER, JANUARY",12/31/2022,4,FALSE,No,Challenger,Other,Third Party,,Utah,FALSE,TRUE,,0,22236.34,14697.28,0,4201.48,41933.62,41933.62,0,36933.62,Female
"ERICKSEN, ALENA",3/31/2022,1,FALSE,No,Challenger,Republican Party,Republican Party,,Utah,FALSE,TRUE,,0,2350,5000,0,0,7350,7350,0,7350,Female
"CAMPBELL, WILLIAM",6/30/2022,1,FALSE,No,Challenger,Republican Party,Republican Party,,Utah,FALSE,TRUE,,0,0,275674.07,0,80599.07,275674.07,275674.07,0,275674.07,Male
"FULLMER, JULIE",8/8/2022,1,FALSE,No,Challenger,Republican Party,Republican Party,,Utah,FALSE,TRUE,,0,7605,108874.62,0,0,116594.71,116594.71,0,116479.62,Female
"BADGER, ANDREW",12/31/2022,1,FALSE,No,Challenger,Republican Party,Republican Party,,Utah,FALSE,TRUE,,0,127765.85,11500,0,0,142260.37,142260.37,0,139265.85,Male
"CANNON, TINA",12/31/2022,1,FALSE,No,Challenger,Republican Party,Republican Party,,Utah,FALSE,TRUE,,949.99,35506,131789.92,3500,131789.92,169845.93,170795.92,0,170795.92,Female
"RIDER, ERIN CHRISTINE",9/30/2022,2,FALSE,No,Challenger,Republican Party,Republican Party,,Utah,FALSE,TRUE,,0,293661.21,1764.8,1250,1764.8,296677.77,296677.77,0,296676.01,Female
"AALDERS, TIM",7/15/2022,3,FALSE,No,Challenger,Republican Party,Republican Party,,Utah,FALSE,TRUE,,0,6900,740175.52,0,0,747075.52,747075.52,0,747075.52,Male
"HERROD, CHRISTOPHER NILES",9/30/2022,3,FALSE,No,Challenger,Republican Party,Republican Party,,Utah,FALSE,TRUE,,0,96872.6,8354.32,0,8354.32,105226.92,105226.92,0,105226.92,Male
"PRESTON, JASON",12/31/2022,3,FALSE,No,Challenger,Republican Party,Republican Party,,Utah,FALSE,TRUE,,905.85,99128.5,7124.8,50,0,105723.02,106628.87,0,106303.3,Male
"HUEY, NICHOLAS MICHAEL",4/3/2022,4,FALSE,No,Challenger,Republican Party,Republican Party,,Utah,FALSE,TRUE,,772.99,12597.12,3416.34,0,0,15154.31,16013.46,0,16013.46,Male
"HUNSAKER, JAKE",12/31/2022,4,FALSE,No,Challenger,Republican Party,Republican Party,,Utah,FALSE,TRUE,,22.86,99012.08,80000,5000,80000,186189.22,186212.08,0,184012.08,Male
"MOORE, BLAKE",12/31/2022,1,TRUE,Yes,Incumbent,Republican Party,Republican Party,"MOORE, BLAKE",Utah,FALSE,TRUE,1,466044.11,930037.12,0,763990,130951.27,1354850.56,1792532.69,1,1694027.12,Male
"STEWART, CHRIS",12/31/2022,2,TRUE,Yes,Incumbent,Republican Party,Republican Party,"STEWART, CHRIS",Utah,FALSE,TRUE,1,184930.52,518928.4,33.22,454845,0,1076604.68,1096841.01,1,973806.62,Male
